PeriodId,cHRev-203-replacerandom,AcHRev-204-replacerandom,TurnoverRec-209-replacerandom,Sofia-210-replacerandom,RAR-213-replacerandom,WhoDo-212-replacerandom,SofiaWL-211-replacerandom,RAR-214-addDefect_25,RAR-215-addDefect_50,RAR-216-addDefect_75
1,7.68653872049923,10.0206261248748,-18.7179922116848,6.77558252597024,7.06164970212955,-4.72205931076354,-16.8144307789176,15.969434631184,7.45204310427388,7.06164970212955
2,21.630860507806,22.071972175701,-19.3681738986223,20.6534797374391,22.071972175701,-5.93642844199667,-16.8138327762762,41.9653533914091,29.9184749242339,24.2186618210462
3,26.5944549699428,26.8879435229506,-19.863048408666,24.5475979382837,24.7492186086973,-5.46841965543877,-16.8209729524765,50.193562476933,30.2210732024642,25.8026953901229
4,30.0815212527466,30.7112935601473,-17.8310872153027,29.3400828839982,29.1942285357708,-5.21568666771769,-12.0978466086985,46.8936843542334,29.8619275243804,29.3959880525947
5,28.2971112472916,29.3137340693113,-13.5447961072735,26.179606534294,26.658166962825,-9.06093733476435,-12.9016930694835,44.7745540243936,30.0388033970793,27.8643749441313
6,26.483852438331,27.9467831220493,-16.5267347560736,24.091839159385,25.0795821711324,-6.78897884431975,-16.5375895749819,39.5061912396777,27.7454427232074,26.0638122311579
7,28.2115051367333,29.6753483410562,-15.0318451818119,26.45988640145,26.7343059007506,-3.61581554570036,-13.1911645132091,43.7132157169663,29.0932143184709,28.2818465432058
8,23.1250157053809,24.1608088707097,-18.9679188667079,21.9574871524973,22.4260072269546,-7.72497108553523,-17.6370700381934,40.5831101081392,24.2716003827872,23.1745727767017
9,24.108164310359,24.9800121510564,-19.6992896048875,20.8127298688994,21.6722039953787,-4.47073002033954,-17.3583314649567,39.3157878580553,24.4357892119694,22.6395773483524
10,20.8586422686419,21.2766836305383,-23.5138654790901,18.8057446832459,19.6764202673696,-9.55677910771509,-20.4407202052313,36.1624621332855,21.2894210937991,19.9050368401291
11,21.7962481201109,22.9832111002414,-22.2958044763934,20.2918225970035,20.4370296618835,-8.86282098941994,-18.1811588830326,38.9078833294375,23.3805116133917,22.1266681000136
12,27.1412333409306,27.8183448235328,-13.8484047839637,26.6480671054673,26.6480671054673,-1.67603211571841,-12.8790588785465,36.9785944381585,27.9487126249773,26.7590644822882
13,30.9359146546803,31.9322158800198,-14.9903476045688,29.790427401868,30.7488594591638,-1.24723580427686,-10.1883911606337,40.9705613153797,31.1357926146228,30.9807091611799
14,26.066945255816,27.6920611226027,-17.5582102879284,25.6212288035731,26.066945255816,-2.10191033042685,-11.964006100164,37.4939150030103,32.6558884098916,26.688996049945
15,29.9240949429235,30.3753221839798,-12.9974590472632,29.6250853969368,29.9240949429235,-0.952682520646431,-7.81456062371361,40.3402531681377,34.5626239864295,30.0718927385895
16,25.1780810724003,26.477144290696,-12.0272290107423,24.6165919076202,25.1698346698225,0.602708835387067,-6.48899949274135,34.0268543131018,27.9867042483891,25.1747983590039
17,30.6958921552681,31.9457056705124,-10.6708245103177,29.8850580323742,30.0564131391063,3.26602318896294,-6.9729107281565,41.8507719275304,34.5884653054493,30.6504579712178
18,25.4605789435187,25.8357080982405,-16.4434192238242,24.9657329353492,25.3548692708285,0.507056142902362,-9.58157391136867,38.1217755888739,31.3158510565363,26.2609335997996
19,20.9773521401711,22.2063823319759,-18.8381555788363,20.1173670004375,20.7190777451677,-5.72529467897263,-13.5551474706874,36.055936580331,29.1846615324108,22.580389003153
20,21.6829583385877,22.3870228562552,-19.0499393598192,20.729548243182,21.2639277761005,-4.95102885956776,-13.8295164310968,35.9607665323475,30.9904333629294,22.5049804010198
21,4.98506545582151,4.98506545582151,-23.7844813229761,4.98506545582151,3.42384568132599,-4.20093926498679,-0.316420983414178,3.42384568132599,3.42384568132599,3.42384568132599
Overall,25.3323207115153,26.5129842973687,-16.6735398678146,24.1212664994286,24.685734554859,-4.16574291930326,-13.11598798317,38.8584805341235,28.4691288477676,25.4448301869968
